Scanning code references (one pass)...
Files: 2314
Code refs scanned.


=== USER (4 tables) ===
  mobile_devices                                     1 rows  Code:4
  ocr_extracted_fields                               1 rows  Code:4
  ocr_processing_queue                               1 rows  Code:0
  partner_certification                              1 rows  Code:0
  portfolio_goals                                    1 rows  Code:3
  predictive_models                                  1 rows  Code:1
  quick_replies                                      1 rows  Code:3
  quiz_questions                                     1 rows  Code:1
  recommendation_cache                               1 rows  Code:2
  regional_performance                               1 rows  Code:7
  saas_instances                                     1 rows  Code:0
  saved_comparisons                                  1 rows  Code:2
  seasonality_patterns                               1 rows  Code:0
  smart_contracts                                    1 rows  Code:0
  system_health                                      1 rows  Code:0
  typing_indicators                                  1 rows  Code:6
  user_ai_profiles                                   1 rows  Code:2
  user_engagement                                    1 rows  Code:0
  user_similarity                                    1 rows  Code:1
  virtual_tour_assets                                1 rows  Code:0
  virtual_tours                                      1 rows  Code:14
  websocket_channels                                 1 rows  Code:0

=== TOTAL: 700 tables ===
